series,Series,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024,YR2025
SI.POV.GINI,Gini index,35.2,,,,,,,,43.8,,,,,,,32.8,,,,,,,,,,,,30.0,,,
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),3.46845189309603,5.32828417508708,5.04861254517328,3.01638947539399,4.41257328041399,6.19999998192236,4.79989214255407,0.120143177369414,3.94503776051116,4.68260325152944,3.47918104829496,3.36461478056277,3.41156027980276,6.10463914373472,4.5330787246486,4.81641464694573,3.42180870116162,4.67014192446953,3.52515317129149,6.01148284250441,3.97605327162971,0.433113719381524,8.97727935643466,7.62237610397935,6.65705543110467,-2.3696206292072,4.838149614115,5.6313145568451,1.98254843628392,3.66537430744967,
NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),477.741099613336,492.212428031946,506.426874424217,511.54871132025,524.27256909301,547.221082273632,564.28622920391,556.438454538796,570.28967363428,589.46992868617,603.190108570995,617.477638588722,633.226129136597,666.865095417138,692.400000816919,721.265221364302,742.617252662576,775.310578479839,801.039060847856,846.665541773599,875.543635474862,875.188943730855,951.857298563641,1021.91492204011,1077.11796498188,1031.53618783934,1062.7888430629,1113.55462341223,1136.42769313825,1179.81272768386,
SP.URB.TOTL.IN.ZS,Urban population (% of total population),24.1000758705435,25.2906817030471,26.5867669012845,27.9874840142543,29.4919855909549,31.0994241803849,32.808952331543,35.0358944291182,38.045308394296,41.6109470808194,45.5065633424317,49.5059100328759,53.3827400058951,56.9108061152324,59.8638612146309,62.0156581578338,63.139949798584,63.6558406194333,64.1314570156048,64.5640847098488,64.9510094249155,65.2895168835553,65.5768928085184,65.8104229225551,65.9873929484157,66.1050886088505,66.144235274522,66.2992968721053,66.5432933453944,66.772343163029,
NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",21.2738679137675,21.4930517891794,21.4004342044754,21.0759693529891,20.4411231566268,20.7355700311999,16.6609082977555,16.9468247421334,16.9713000603375,16.6573202744672,16.4670892346949,16.0679668054868,15.873140183038,16.049986636556,15.0668034711092,14.2007622567226,13.393470598846,13.9771618084251,13.7983375627601,13.5645652301586,13.1616546296789,12.6554177701811,12.8625858899927,13.2006396343014,13.0106754142894,12.047319925355,11.7920425516798,12.1812284731342,11.9717042539851,11.4245020172191,
SE.SEC.ENRR,"School enrollment, secondary (% gross)",40.1949615478516,43.1790885925293,,,33.1490211486816,34.4201507568359,37.3896903991699,41.0556297302246,42.0749092102051,,45.098201751709,42.5181617736816,42.0970306396484,48.0189094543457,49.2625999450684,55.5892906188965,58.9935111999512,63.1414794921875,65.4935302734375,67.5318298339844,68.6131210327148,71.7744979858398,74.4113311767578,,80.2800521850586,85.3101577758789,83.9220209713597,84.1026475876285,89.8898815141438,90.3878462155916,
BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",,0.423749430010865,0.468752021000606,0.247611787038703,0.0864397656827156,-0.00882425294523833,0.347091875363344,-0.0983748686510898,0.233443620739643,-0.00573755737053384,0.030156295078659,-0.073509433259411,0.0556064154566332,0.00793215735192788,0.297715388957693,0.548294665887946,0.435814930594323,0.42369151125933,0.334712330597339,0.133746236524448,0.213029527712984,0.432212944008614,0.677439884182991,0.206157201926214,0.542801979747667,0.378739091402959,0.531690906776232,0.160405404733603,0.182279066044198,0.132590416512966,
NE.TRD.GNFS.ZS,Trade (% of GDP),59.49051839854,58.4577686983002,64.0355348949959,56.7096012897007,52.5669812534353,55.7105890041319,55.7999210803706,46.2307185004451,44.2478836156195,46.1472867206087,44.0629474798613,44.7619877569242,44.5792750200254,46.0362063511913,47.0794477633688,45.9849057742707,36.296758890097,37.921906058758,41.8653757376722,45.9826416115927,46.6657303895158,42.115486124737,44.6424106224996,48.4473869461067,49.2495265874454,40.9188741243442,43.0538047919129,48.9734014799428,41.5701502933145,40.5298226771909,
FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",7.62296950698163,9.22046662376986,4.00998860523181,11.2444677818614,7.45111260957546,2.47882020709136,2.6883037354563,3.02939948714892,5.70700931874738,2.8418113124898,6.83633265892877,6.92033580707589,2.26921924439074,9.9078300530648,11.0948237386987,9.32650410745395,9.2270754612596,9.45980980357125,9.04016311917645,8.36415469659563,7.86890895590891,8.7903433200464,2.77703998300211,4.40659410175714,5.56616035243723,5.05635826238499,4.12676744440695,7.6702057938028,7.11587261530826,4.6850965426577,
SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.473,10.446,10.512,10.526,10.549,10.531,10.502,10.593,10.644,10.652,10.59,10.609,10.642,10.597,10.582,10.563,10.627,10.632,10.666,10.62,10.643,10.714,10.66,10.593,10.477,13.037,12.241,10.661,10.437,10.5,10.465
