country,period_5yr,year,education,fdi,gdp_growth,gdp_pc,gini,log_gdp_pc,industry,inflation,trade,unemployment,urban
BGD,1995,1997.0,43.4986686706543,0.21071407176015225,4.796255370737002,568.1921385934762,32.9,6.341695538105586,22.43280380527714,6.497895147098539,27.37582022996824,2.726,22.30224817791206
BGD,2000,2002.0,48.12725067138672,0.38036369606758147,4.836561348810764,659.4008288377902,33.4,6.490409314494467,22.5912635442283,4.160847800738904,28.9806462410963,3.8962000000000003,24.1379416137985
BGD,2005,2007.0,46.006944274902324,0.9906895110773066,6.26507276712002,822.4638605272463,33.2,6.7097701661508875,24.38365584480998,7.448856311644017,39.032990441162504,4.2692,26.40467163362854
BGD,2010,2012.0,51.63698546120347,1.2889788244053761,6.1264582213131735,1050.4400147339443,32.1,6.954321939994078,25.58597053289688,8.05227821379442,44.82901963503912,4.0058,28.4698797324695
BGD,2015,2017.0,63.263818049031684,0.8486891711821469,7.09153917402441,1384.8859109409839,32.4,7.2296707344863815,30.796840193582717,5.7090987816246415,33.5025126658831,4.4124,30.191377314612538
BGD,2020,2022.0,66.11700486381646,0.3579060704173978,5.4969793867961965,1787.550326705878,30.9,7.486243623408683,33.767837294605314,7.856586948219824,29.1072933129918,4.5152,31.80520185660132
BGD,2025,2025.0,,,,,,,,,,3.778,
